protocol,flow duration,tot fwd pkts,tot bwd pkts,init fwd win byts,init bwd win byts,label
6,78405,14,49,1576,4975,Attack
6,51696,47,19,1453,5163,Attack
6,14621,34,19,7183,4578,Benign
6,65180,17,8,2013,9924,Attack
6,32502,31,2,4215,6543,Attack
6,51790,20,1,9923,7665,Benign
6,98179,43,41,6594,6652,Attack
6,30056,49,36,3265,4422,Attack
6,17545,13,13,5574,8786,Attack
6,89149,48,24,2942,5628,Attack
6,8388,36,9,3468,2707,Attack
6,53723,20,39,715,9108,Benign
6,23778,9,2,6513,3991,Benign
6,30971,46,22,1103,6865,Benign
6,29605,6,45,9679,5982,Benign
6,92331,17,1,3455,6408,Benign
6,35169,45,34,9727,157,Benign
6,87087,10,30,401,3065,Attack
6,65785,43,0,6928,5620,Benign
6,76082,27,23,9724,522,Benign
6,78841,39,36,7463,7257,Attack
6,98003,22,41,2654,7921,Benign
6,86715,21,0,7955,2161,Attack
6,56561,13,48,4471,6501,Benign
6,43775,3,3,339,2432,Attack
6,11292,49,46,2769,5623,Attack
6,56478,29,13,610,5094,Benign
6,97473,36,36,6449,8475,Attack
6,46482,8,17,3677,4151,Benign
6,27480,17,35,5750,6202,Benign
6,55670,45,47,9347,5474,Attack
6,31990,39,5,1897,9145,Attack
6,17246,13,43,3302,9550,Benign
